interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_interpretation_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,aware of the change,change,,,"fisheries, resource",ecological,0,1,0,1,1,3,,,172,172
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,knowledge of the field,knowledge,,,"fisheries, resource",social,1,0,0,0,1,2,,,173,173
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,challenge of cohabilitation between activities,cohabilitation of activities,cohabilitation of activities,,"fisheries, resource",social,1,0,0,0,1,2,,,174,174
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,ressource,resources,,,,ecological,0,1,0,0,1,2,,,175,175
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,North Sea cod,cod,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,176,176
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"Flatfish along the coast decreasing, why?",coastal flatfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,177,177
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"Flatfish along the coast decreasing, why?",coastal flatfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,178,178
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,food uptake,food uptake,fish productivity,,,ecological,0,1,0,0,1,2,,,179,179
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,primary production/phytoplankton,primary production,,,,ecological,0,1,0,0,1,2,,,180,180
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,primary production/phytoplankton,phytoplankton,,,,ecological,0,1,0,0,1,2,,,181,181
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,primary production/phytoplankton,phytoplankton,,,,ecological,0,1,0,0,1,2,,,182,182
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,need for study how size/quality phyto can affect resources,phytoplankton size/quality,,,,ecological,0,1,0,0,1,2,,,183,183
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,need for study how size/quality phyto can affect resources,resources,,,,ecological,0,1,0,0,1,2,,,184,184
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,strengthen collaboration between ICES and fisheries,collaboration,co-management,,,social,1,0,0,0,1,2,,,185,185
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,strengthen collaboration between ICES and fisheries,ICES,,,,social,1,0,0,0,1,2,,,186,186
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,strengthen collaboration between ICES and fisheries,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,187,187
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,North Sea agreements,North Sea agreements,,,,social,1,0,0,0,1,2,,,188,188
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,Unilaterel agreements,unilaterel agreements,,,,social,1,0,0,0,1,2,,,189,189
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,quota exchange,quota exchange,,,,social,1,0,0,0,1,2,,,190,190
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,quota flexibility,quota flexibility,,,,social,1,0,0,0,1,2,,,191,191
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,uncertainties/lack of visibility of agreements,uncertainty,,,,social,1,0,0,0,1,2,,,192,192
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,uncertainties/lack of visibility of agreements,visibility of agreements,,,,social,1,0,0,0,1,2,,,193,193
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,LTMS,LTMS,,,,social,1,0,0,0,1,2,,,194,194
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,litter,litter,,,,ecological,0,0,1,0,1,2,,,195,195
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,global warming,climate change,climate change,,,ecological,0,1,0,1,1,3,,,196,196
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,windfarms,windfarms,,,,social,0,0,0,1,1,2,,,197,197
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,food supply,food supply,food supply,,,social,1,0,0,0,1,2,,,198,198
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,fishing,fishing,fisheries,,food supply,fisheries,1,0,0,0,1,2,,,199,199
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,seabirds,seabirds,,,,ecological,0,0,1,0,1,2,,,200,200
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,sharks,sharks,,,fishing,ecological,0,0,1,0,1,2,,,201,201
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,cod,cod,commercial fish/shellfish,,"sharks, fishing",ecological,0,1,0,0,1,2,,,202,202
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,turtles,turtles,,,,ecological,0,0,1,0,1,2,,,203,203
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,herring,herring,,,cod,ecological,0,1,0,0,1,2,,,204,204
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,sandeel,sandeel,,,cod,ecological,0,1,0,0,1,2,,,205,205
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,benthic habitats,benthic habitats,seabottom habitat,,cod,ecological,0,0,1,1,1,3,,,206,206
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,shrimps,shrimps,,,cod,ecological,0,1,0,0,1,2,,,207,207
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,windfarms,windfarms,,,"cod, herring",social,0,0,0,1,1,2,,,208,208
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,cod,cod,commercial fish/shellfish,,herring,ecological,0,1,0,0,1,2,,,209,209
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,herring,herring,,,,ecological,0,1,0,0,1,2,,,210,210
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,climate,climate,climate change,,"cod, herring",ecological,0,1,0,1,1,3,,,211,211
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,how does climate change impact management objectives,climate change,climate change,,management objectives,ecological,0,1,0,1,1,3,,,212,212
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,I would like to get ecosystem based advice on sandeel fishery in the North Sea,ecosystem based advice,management strategy,,,ecological,0,1,0,0,1,2,,,213,213
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,I would like to get ecosystem based advice on sandeel fishery in the North Sea,fishing,fisheries,,,fisheries,1,0,0,0,1,2,,,214,214
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,I would like to get ecosystem based advice on sandeel fishery in the North Sea,sandeel,,,,ecological,0,1,0,0,1,2,,,215,215
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,mammals,marine mammals,,,,ecological,0,0,1,0,1,2,,,216,216
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,windfarms,windfarms,,,,social,0,0,0,1,1,2,,,217,217
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,cod,cod,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,218,218
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,large vessels,large-scale fisheries,,,,fisheries,1,0,0,0,1,2,,,219,219
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,MPAs,MPAs,,,,social,1,0,0,1,1,3,,,220,220
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,seabirds,seabirds,,,,ecological,0,0,1,0,1,2,,,221,221
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,jobs,employment,jobs,,,social,1,0,0,0,1,2,,,222,222
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,small vessels,small-scale fisheries,,,,fisheries,1,0,0,0,1,2,,,223,223
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,food supply,food supply,food supply,,,social,1,0,0,0,1,2,,,224,224
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,jobs,employment,jobs,,,social,1,0,0,0,1,2,,,225,225
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,Healthy fisheries resources,commercial fish/shellfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,226,226
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,food supply,food supply,food supply,,,social,1,0,0,0,1,2,,,227,227
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,euro,fisheries revenues,fisheries revenues,,,social,1,0,0,0,1,2,,,228,228
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,local communities,local communities,,,,social,1,0,0,0,1,2,,,229,229
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,small vessels,small-scale fisheries,,,,fisheries,1,0,0,0,1,2,,,230,230
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,large vessels,large-scale fisheries,,,,fisheries,1,0,0,0,1,2,,,231,231
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,beamtrawlers,beam trawl fisheries,fishing gear,,,fisheries,1,0,0,0,1,2,,,232,232
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,turtles,turtles,,,,ecological,0,0,1,0,1,2,,,233,233
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,seabirds,seabirds,,,,ecological,0,0,1,0,1,2,,,234,234
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,crabs,crabs,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,235,235
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,sharks,sharks,,,,ecological,0,0,1,0,1,2,,,236,236
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,rays,rays,,,,ecological,0,0,1,0,1,2,,,237,237
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,monkfish,monkfish,,,,ecological,0,1,0,0,1,2,,,238,238
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,sprat,sprat,,,,ecological,0,1,0,0,1,2,,,239,239
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,herring,herring,,,,ecological,0,1,0,0,1,2,,,240,240
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,seabass,seabass,,,,ecological,0,1,0,0,1,2,,,241,241
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,mullet,mullet,,,,ecological,0,1,0,0,1,2,,,242,242
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,sole,sole,,,,ecological,0,1,0,0,1,2,,,243,243
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,hake,hake,,,,ecological,0,1,0,0,1,2,,,244,244
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,anchovy,anchovy,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,245,245
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,shrimps,shrimps,,,,ecological,0,1,0,0,1,2,,,246,246
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,sandeel,sandeel,,,,ecological,0,1,0,0,1,2,,,247,247
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,paice,plaice,,,,ecological,0,1,0,0,1,2,,,248,248
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,marine mammals,marine mammals,,,,ecological,0,0,1,0,1,2,,,249,249
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,nephros,nephrops,,,,ecological,0,1,0,0,1,2,,,250,250
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,benthic habitats,benthic habitats,seabottom habitat,,,ecological,0,0,1,1,1,3,,,251,251
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,trade offs,trade-offs,,,,social,1,0,0,0,1,2,,,252,252
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,Medium term advice,medium term advice,,,,social,1,0,0,0,1,2,,,253,253
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,Global warming,climate change,climate change,,,ecological,0,1,0,1,1,3,,,254,254
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,litter,litter,,,,ecological,0,0,1,0,1,2,,,255,255
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,windfarms,windfarms,,,,social,0,0,0,1,1,2,,,256,256
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,MPAs,MPAs,,,,social,1,0,0,1,1,3,,,257,257
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,climate,climate,climate change,,,ecological,0,1,0,1,1,3,,,258,258
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,fishing net,fishing net,fishing gear,,,fisheries,1,0,0,0,1,2,,,259,259
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,food security,food supply,food supply,,,social,1,0,0,0,1,2,,,260,260
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,marine mammals,marine mammals,,,,ecological,0,0,1,0,1,2,,,261,261
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,seabirds,seabirds,,,,ecological,0,0,1,0,1,2,,,262,262
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,sharks,sharks,,,,ecological,0,0,1,0,1,2,,,263,263
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,cod,cod,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,264,264
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,sprat,sprat,,,,ecological,0,1,0,0,1,2,,,265,265
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,herring,herring,,,,ecological,0,1,0,0,1,2,,,266,266
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,squid entering,squid,,,,ecological,0,1,0,0,1,2,,,267,267
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,anchovy entering,anchovy,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,268,268
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,red mullet entering,red mullet,,,,ecological,0,1,0,0,1,2,,,269,269
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,red mullet entering,new species,,,,ecological,0,1,0,0,1,2,,,270,270
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,small vessels,small-scale fisheries,,,,fisheries,1,0,0,0,1,2,,,271,271
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,euro,fisheries revenues,fisheries revenues,,,social,1,0,0,0,1,2,,,272,272
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,tuna,tuna,,,,ecological,0,1,0,0,1,2,,,273,273
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,hake,hake,,,,ecological,0,1,0,0,1,2,,,274,274
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,food supply,food supply,food supply,,,social,1,0,0,0,1,2,,,275,275
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,food security,food supply,food supply,,,social,1,0,0,0,1,2,,,276,276
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,global warming,climate change,climate change,,,ecological,0,1,0,1,1,3,,,277,277
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,MPAs,MPAs,,,,social,1,0,0,1,1,3,,,278,278
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,windfarms,windfarms,,,,social,0,0,0,1,1,2,,,279,279
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,beamtrawlers,beam trawl fisheries,fishing gear,,,fisheries,1,0,0,0,1,2,,,280,280
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,large vessels,large-scale fisheries,,,,fisheries,1,0,0,0,1,2,,,281,281
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,plankton,plankton,,,,ecological,0,1,0,0,1,2,,,282,282
cloud,NSAC,Which ecological items would you like advice on?,f8ec035b65dbe7e6a9989a01d89ef363dbc1aa29,North_Sea,,,Closed areas,closed areas,spatial management,,,social,0,0,0,1,1,2,,,283,283
cloud,NSAC,Which ecological items would you like advice on?,f8ec035b65dbe7e6a9989a01d89ef363dbc1aa29,North_Sea,,,Conservation,conservation,conservation,,,social,1,0,0,0,1,2,,,284,284
cloud,NSAC,Which ecological items would you like advice on?,f8ec035b65dbe7e6a9989a01d89ef363dbc1aa29,North_Sea,,,MPAs,MPAs,,,,social,1,0,0,1,1,3,,,285,285
cloud,NSAC,Which ecological items would you like advice on?,f8ec035b65dbe7e6a9989a01d89ef363dbc1aa29,North_Sea,,,Shrimp fisheries,shrimp fisheries,,,,fisheries,1,0,0,0,1,2,,,286,286
cloud,NSAC,Which social items would you like advice on?,f8ec035b65dbe7e6a9989a01d89ef363dbc1aa29,North_Sea,,,Public cooperation,public consultation,,,,social,0,0,1,0,1,2,,,287,287
cloud,NSAC,Which ecological items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,Multispecies,species interactions,,,,ecological,0,1,1,1,1,4,,,288,288
cloud,NSAC,Which ecological items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,close-ares,closed areas,spatial management,,,social,0,0,0,1,1,2,,,289,289
cloud,NSAC,Which ecological items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,windfarms,windfarms,,,,social,0,0,0,1,1,2,,,290,290
cloud,NSAC,Which ecological items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,jobs-on-land,employment on land,jobs,,,social,1,0,0,0,1,2,,,291,291
cloud,NSAC,Which ecological items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,Landing-obligatio,Landing obligation,,,,social,0,1,0,0,1,2,,,292,292
cloud,NSAC,Which social items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,Ecosystem services,ecosystem services,society,,,social,0,0,1,0,1,2,,,293,293
cloud,NSAC,Which items would you like to know the impact of?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,Product environment footprint,product environment footprint,,,,social,0,0,0,1,1,2,,,294,294
cloud,NSAC,Which items would you like to know the impact of?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,MSY ,MSY ,,,,ecological,0,1,0,0,1,2,,,295,295
cloud,NSAC,Which items would you like to know the impact of?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,Sustainability,sustainability,,,,social,0,0,0,0,1,1,,,296,296
cloud,NSAC,Which ecological items would you like advice on?,283723195ab0ba1e10754973c9f0c683bea63c03,North_Sea,,,climate change effects,climate change,climate change,,,ecological,0,1,0,1,1,3,,,297,297
cloud,NSAC,Which social items would you like advice on?,283723195ab0ba1e10754973c9f0c683bea63c03,North_Sea,,,fishery sector attractiveness (job),fishery sector attractiveness,fisher conditions,,,social,1,0,0,0,1,2,,,298,298
cloud,NSAC,Which items would you like to know the impact of?,283723195ab0ba1e10754973c9f0c683bea63c03,North_Sea,,,pollution,pollution,,,,ecological,0,1,0,0,1,2,,,299,299
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Cumulative effects,cummulative effects,cummulative effects,,,both,0,0,0,0,1,1,,,300,300
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Nature restoration: habitats and species,nature restoration,,,,ecological,0,0,1,0,1,2,,,301,301
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Marine spatial planning,marine spatial planning,,,,social,1,0,0,1,1,3,,,302,302
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,MPAs,MPAs,,,,social,1,0,0,1,1,3,,,303,303
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Ecological carrying capacity,ecological carrying capacity,food web,,,ecological,0,1,0,0,1,2,,,304,304
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Monitoring,monitoring,,,,,0,0,0,0,1,1,,,305,305
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,"Social: conflicts, opportunities, synergies",social,,,,social,1,0,0,0,1,2,,,306,306
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,"Social: conflicts, opportunities, synergies",conflicts,practical management,,,social,1,0,0,0,1,2,,,307,307
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,"Social: conflicts, opportunities, synergies",opportunities,,,,social,1,0,0,0,1,2,,,308,308
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,"Social: conflicts, opportunities, synergies",synergies,,,,social,1,0,0,0,1,2,,,309,309
