"","SW.ID","Year","Region","Scale...Spatial..m.","Scale...Temporal","Resolution...Spatial..m.","Resolution...Temporal","Sampling.Method.used.for.data.collection","Description.Other.Sampling.Method","Analytical.method.used.for.inference","Quality...Spatial..relative.1.3.","Quality...Temporal","Quality...Methods","WP4.task","Study.type","Ecosystem.component_level1","Ecosystem.component_level2","Ecosystem.component_level3","Ecosystem.component_benthos_sediment","Species.taxonomic.group.s.","Pressure.type","Pressure_level","Pressure_variable","Pressure_other","Fishery.type","Gear_level1","Gear_level2","Target.species_metier","Response.variable_paper","Response.variable_category","Direction.of.relationship","Reader","ROWID"
"52","SW4_0976",2013,"CS - Baltic Sea",">100,000","two year","10,000-50,000","day","Behavioural Observations",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Stizostedion lucioperca _ Esox lucius _ Perca fluviatilis","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",52
"53","SW4_0976",2013,"CS - Baltic Sea",">100,000","two year","10,000-50,000","day","Behavioural Observations",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Psetta maxima","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",53
"54","SW4_0976",2013,"CS - Baltic Sea",">100,000","two year","10,000-50,000","day","Behavioural Observations",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Combined gillnet-trammel nets","Gadus morhua _ Platichthys flesus _ Salmo salar _ Salmo trutta","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",54
"55","SW4_0976",2013,"CS - Baltic Sea",">100,000","two year","10,000-50,000","day","Behavioural Observations",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Hooks_and_lines","Longline","Anguilla anguilla","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",55
"56","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Fisheries Dependent Data",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Clupea harengus _ Belone belone","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",56
"57","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Fisheries Dependent Data",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Stizostedion lucioperca _ Esox lucius _ Perca fluviatilis","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",57
"58","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Fisheries Dependent Data",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Psetta maxima","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",58
"59","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Fisheries Dependent Data",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Combined gillnet-trammel nets","Gadus morhua _ Platichthys flesus _ Salmo salar _ Salmo trutta","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",59
"60","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Fisheries Dependent Data",NA,"Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Fisheries dependent survey","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Hooks_and_lines","Longline","Anguilla anguilla","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",60
"61","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Other","Questionaries","Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Clupea harengus _ Belone belone","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",61
"62","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Other","Questionaries","Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Stizostedion lucioperca _ Esox lucius _ Perca fluviatilis","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",62
"63","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Other","Questionaries","Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Gillnet","Psetta maxima","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",63
"64","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Other","Questionaries","Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Nets","Combined gillnet-trammel nets","Gadus morhua _ Platichthys flesus _ Salmo salar _ Salmo trutta","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",64
"65","SW4_0976",2013,"CS - Baltic Sea",">100,000","multidecadal","10,000-50,000","month","Other","Questionaries","Generalized linear mixed effects models _ zero inflated Poisson model",3,3,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,"Diving ducks _ Seaducks _ Mergansers _ Grebes _ Divers _ Phalacrocorax carbo _ Fulica atra _ Auks _ Larus spp.","Catch_and_bycatch","Bycatch","Effort","water depth _ location _ season","Commercial","Hooks_and_lines","Longline","Anguilla anguilla","Number of birds","Abundance/biomass/density","Negative","Altuna-Etxabe",65
"66","SW4_1072",2011,"Mediterranean - non CS",">100,000","five year","10,000-50,000","quarter","Fisheries Dependent Data",NA,"Response Groups based on Sensitivity indicator (ReGS, A new indicator of external pressure on species assemblages) _ Linear regression _ nonparametric regression analyses",2,3,2,"None","Fisheries dependent survey","Fish_teleost",NA,NA,NA,"Diplodus sargus _ Labrus merula _ Labrus viridis _ Sciaena umbra _ Scorpaena scrofa _ Sparus aurata","Catch_and_bycatch","Target","spearfishing prohibition",NA,"Recreational","Spearfishing",NA,"Diplodus sargus _ Labrus merula _ Labrus viridis _ Sciaena umbra _ Scorpaena scrofa _ Sparus aurata _ Octopus vulgaris","CPUE","Abundance/biomass/density","Positive","Altuna-Etxabe",66
"67","SW4_1072",2011,"Mediterranean - non CS",">100,000","five year","10,000-50,000","quarter","Fisheries Dependent Data",NA,"Response Groups based on Sensitivity indicator (ReGS, A new indicator of external pressure on species assemblages) _ Linear regression _ nonparametric regression analyses",2,3,2,"None","Fisheries dependent survey","Cephalopods",NA,NA,NA,"Octopus vulgaris","Catch_and_bycatch","Target","spearfishing prohibition",NA,"Recreational","Spearfishing",NA,"Diplodus sargus _ Labrus merula _ Labrus viridis _ Sciaena umbra _ Scorpaena scrofa _ Sparus aurata _ Octopus vulgaris","CPUE","Abundance/biomass/density","Positive","Altuna-Etxabe",67
"68","SW4_0669",2016,"Barents Sea",">100,000","two month","1,000-5,000","subday","Regular Fisheries Independent Survey",NA,"Vulnerability analysis (two individual trait modalities (“individual mean weight” and “height above sediment”) were scored between 1 (low vulnerability) and 3 (high vulnerability) and the aritmetic mean of both was used to calculate the overall vulneravility score)",3,3,3,"4.3","Fisheries independent survey","Benthos",NA,NA,"Unknown","Echiura _ Brachiopoda _ Bryozoa _ Actiniaria _ Alcyonacea _ Anthozoa _ Ceriantharia _ Hydroidea _ Zoantharia _ Amphipoda _ Anomura _ Brachyura _ Cirripedia _ Cumacea _ Isopoda _ Mysidae _ Natantia _ Pycnogonida _Asteroidea _ Crinoidea _ Echinoidea _ Holothuroidea _ Ophiuroidea _ Aplacophora _ Bivalvia _ Gastropoda _ Polyplacophora _ Nemertini _ Polychaeta _ Priapulida _ Sipuncula _ Ascidiacea _ Turbellaria","Physical disturbance of the seabed",NA,"Catch","Height above sediment surface","Commercial","Demersal trawls",NA,"Gadus morhua _ Pandalus borealis _ groundfish","Biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",68
"69","SW4_0669",2016,"Barents Sea",">100,000","two month","1,000-5,000","subday","Regular Fisheries Independent Survey",NA,"Vulnerability analysis (two individual trait modalities (“individual mean weight” and “height above sediment”) were scored between 1 (low vulnerability) and 3 (high vulnerability) and the aritmetic mean of both was used to calculate the overall vulneravility score)",3,3,3,"4.3","Fisheries independent survey","Cephalopods",NA,NA,NA,"Benthoctopus spp. _ Rossia moelleri _ Rossia palpebrosa _ Bathypolypus arcticus","Physical disturbance of the seabed",NA,"Catch","Height above sediment surface","Commercial","Demersal trawls",NA,"Gadus morhua _ Pandalus borealis _ groundfish","Biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",69
"70","SW4_0669",2016,"Barents Sea",">100,000","two month","1,000-5,000","subday","Regular Fisheries Independent Survey",NA,"Vulnerability analysis (two individual trait modalities (“individual mean weight” and “height above sediment”) were scored between 1 (low vulnerability) and 3 (high vulnerability) and the aritmetic mean of both was used to calculate the overall vulneravility score)",3,3,3,"4.3","Fisheries independent survey","Benthos","Benthic_epifauna","Sponges","Unknown","Chondrocladia gigantean _ Geodia barretti _ Geodia macandrewii","Physical disturbance of the seabed",NA,"Catch","Height above sediment surface","Commercial","Demersal trawls",NA,"Gadus morhua _ Pandalus borealis _ groundfish","Biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",70
"71","SW4_0669",2016,"Barents Sea",">100,000","two month","1,000-5,000","subday","Regular Fisheries Independent Survey",NA,"Vulnerability analysis (two individual trait modalities (“individual mean weight” and “height above sediment”) were scored between 1 (low vulnerability) and 3 (high vulnerability) and the aritmetic mean of both was used to calculate the overall vulneravility score)",3,3,3,"4.3","Fisheries independent survey","Benthos","Benthic_epifauna","Corals","Unknown","Caryophyllia smithii _ Gersemia spp. _ Drifa glomerata","Physical disturbance of the seabed",NA,"Catch","Height above sediment surface","Commercial","Demersal trawls",NA,"Gadus morhua _ Pandalus borealis _ groundfish","Biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",71
"72","SW4_0669",2016,"Barents Sea",">100,000","two month","1,000-5,000","subday","Regular Fisheries Independent Survey",NA,"Vulnerability analysis (two individual trait modalities (“individual mean weight” and “height above sediment”) were scored between 1 (low vulnerability) and 3 (high vulnerability) and the aritmetic mean of both was used to calculate the overall vulneravility score)",3,3,3,"4.3","Fisheries independent survey","Benthos","Benthic_epifauna","Sea_pens","Unknown","Umbellula encrinus","Physical disturbance of the seabed",NA,"Catch","Height above sediment surface","Commercial","Demersal trawls",NA,"Gadus morhua _ Pandalus borealis _ groundfish","Biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",72
"73","SW4_1113",2011,"CS - Western Waters","10,000-50,000","decade","0-5","year","Fisheries Dependent Data",NA,"2-way Analysis of Similarities (ANOSIM) _ two-dimensional Multidimensional Scaling (MDS) _ 2-way ANOVA _ Kolmogorov–Smirov two sample tests",3,3,3,"4.2","Meta-analysis","Fish_cartilaginous",NA,NA,NA,"Elasmobranchs","Catch_and_bycatch","Bycatch","number of trawls _ mean trawl duration _ number of individuals >15cm TL per hour",NA,"Commercial","Nets","Gillnet","Unknown","abundance","Abundance/biomass/density","Multiple","Altuna-Etxabe",73
"74","SW4_1113",2011,"CS - Western Waters","10,000-50,000","decade","0-5","year","Fisheries Dependent Data",NA,"2-way Analysis of Similarities (ANOSIM) _ two-dimensional Multidimensional Scaling (MDS) _ 2-way ANOVA _ Kolmogorov–Smirov two sample tests",3,3,3,"4.2","Meta-analysis","Fish_teleost","Flatfish",NA,NA,"Pleuronectiformes","Catch_and_bycatch","Target","number of trawls _ mean trawl duration _ number of individuals >15cm TL per hour",NA,"Commercial","Nets","Gillnet","Unknown","abundance","Abundance/biomass/density","Multiple","Altuna-Etxabe",74
