interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_coarse_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,,,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
individual,NWWAC,NA,user004,Western_waters,Scientist,Man,"global warming, climate and fisheries interactions",carbon emission,carbon emission,carbon management,climate,ecological,1,0,0,0,1,2,,,fishing,0,6,865
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,CO2 emissions,carbon emission,carbon emission,carbon management,NA,ecological,1,0,0,0,1,2,,,carbon footprint and fuel,0,7,1129
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,Carbon footprint,carbon emission,carbon emission,carbon management,NA,ecological,1,0,0,0,1,2,,,carbon footprint and fuel,0,8,1140
individual,kickoff,NA,user_dia001,Western_waters,Scientist,NA,Carbon footprint,carbon emission,carbon emission,carbon management,NA,ecological,1,0,0,0,1,2,,,carbon footprint and fuel,0,9,1275
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,carbon footprint,carbon emission,carbon emission,carbon management,NA,ecological,1,0,0,0,1,2,,,carbon footprint and fuel,0,10,1470
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Emissions of fishing vessels ,carbon emission,carbon emission,carbon management,,social,1,0,0,0,1,2,,,,,11,1988
individual,kickoff,NA,K3,Mediterranean,Scientist,NA,Pollution and Co2 production,carbon emission,carbon emission,carbon management,Global warming,social,1,0,0,0,1,2,,,,,12,2101
individual,Greek,NA,G15,Mediterranean,industry,Man,reduce CO2 emission from the fishery,Carbon emission,carbon emission,carbon management,climate,social,1,0,0,0,1,2,,,,,13,2557
cloud,BSAC,Which ecological items would you like advice on?,2eb88a4f93b5c2fa02684fafc64d62b039f161f2,Baltic_sea,Manager,Woman,co2 footprint,carbon footprint,carbon emission,carbon management,,social,1,0,0,0,1,2,,,,,,
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,"Interactions between pressures and seabed services (carbon, food provision, Nutrient cycling)",carbon storage,carbon storage,carbon management,,social,1,0,0,0,1,2,,,,,1,63
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,Services (eg climate regulation),carbon storage,carbon storage,carbon management,,ecological,1,0,0,0,1,2,,,,,2,78
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,Mining/subsea cables/CO2 storage,carbon storage,carbon storage,non-fishing maritime activities,fishing zones,social,1,0,0,0,1,2,,,,,3,142
cloud,NSAC,Which items would you like to know the impact of?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Carbon capture storage,carbon storage,carbon storage,carbon management,,social,1,0,0,0,1,2,,,,,4,338
cloud,PELAC,Which items would you like to know the impact of?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,Carbon_Sinks,carbon storage,carbon storage,carbon management,,social,1,0,0,0,1,2,,,,,5,417
individual,kickoff,NA,user_dia001,Western_waters,Scientist,NA,benthic impacts: blue carbon,carbon storage,carbon storage,carbon management,carbon emissions,social,1,0,0,0,1,2,,,fishing,0,6,1280
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,global warming,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,7,62
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,"Impacts of forcing (Climate, fishing, OWFs)",climate,climate,driver,,ecological,0,1,0,1,1,3,,,,,8,66
individual,kickoff,NA,NSSCI05,North_Sea,Scientist,Woman,climate change in terms of temperature and tolerance ranges,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,9,90
individual,kickoff,NA,NSSCI05,North_Sea,Scientist,Woman,climate change in terms of temperature and tolerance ranges,temperature,climate,driver,,ecological,0,1,0,0,1,2,,,,,10,91
individual,kickoff,NA,NSSCI05,North_Sea,Scientist,Woman,relative changes in the food web and catch when comparing (management) scenarios. Such as area closure; size selection and climate scenarios,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,11,103
individual,kickoff,NA,NSSCI06,North_Sea,Scientist,Man,combined impact of fisheries and climate,climate,climate,driver,top predator prey,ecological,0,1,0,1,1,3,,,,,12,107
individual,kickoff,NA,NSSCI06,North_Sea,Scientist,Man,global warming,climate change,climate,driver,sandeel,ecological,0,1,0,1,1,3,,,,,13,109
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"climate change (temperature increase, acidification increase)",climate change,climate,driver,species distribution,ecological,0,1,0,1,1,3,,,,,14,135
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"climate change (temperature increase, acidification increase)",temperature,climate,driver,species distribution,ecological,0,1,0,0,1,2,,,,,15,136
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,global warming,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,16,196
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,climate,climate,climate,driver,"cod, herring",ecological,0,1,0,1,1,3,,,,,17,211
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,how does climate change impact management objectives,climate change,climate,driver,management objectives,ecological,0,1,0,1,1,3,,,,,18,212
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,Global warming,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,19,254
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,climate,climate,climate,driver,,ecological,0,1,0,1,1,3,,,,,20,258
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,global warming,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,21,277
cloud,NSAC,Which ecological items would you like advice on?,283723195ab0ba1e10754973c9f0c683bea63c03,North_Sea,,,climate change effects,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,22,297
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,climate change effects,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,23,314
cloud,NSAC,Which items would you like to know the impact of?,204dff040a0b7a2a740e1a4ad20618930b0c818d,North_Sea,industry,Man,Climatechange,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,24,360
cloud,NSAC,Which ecological items would you like advice on?,85cafd398c5f6cb40c6ea5203b03d4c38bc94841,North_Sea,industry,Woman,climate change effects,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,25,370
cloud,PELAC,Which ecological items would you like advice on?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,climate change,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,26,374
cloud,PELAC,Which ecological items would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Climate,climate,climate,driver,,ecological,0,1,0,1,1,3,,,,,27,380
cloud,PELAC,Which ecological items would you like advice on?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,Climate,climate,climate,driver,,ecological,0,1,0,1,1,3,,,,,28,390
cloud,PELAC,Which ecological items would you like advice on?,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,Western_waters,industry,Woman,Climate threats,climate change,climate,driver,,ecological,0,1,0,1,1,3,,,,,29,393
cloud,SWWAC,Which ecological items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Climate adaptation,climate adaptation,climate,driver,NA,social,1,0,0,1,1,3,,,climate,0,30,502
cloud,SWWAC,Which ecological items would you like advice on?,57d70ba720909d4b24e2e3b44b6fa701d14593e9,Western_waters,NGO,Man,Climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,31,503
cloud,SWWAC,Which ecological items would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,Climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,32,504
cloud,SWWAC,Which items would you like to know the impact of?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,33,505
cloud,NWWAC,Which ecological items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,Climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,34,506
cloud,NWWAC,Which ecological items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,Climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,35,507
cloud,SWWAC,Which ecological items would you like advice on?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,Climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,36,508
cloud,NWWAC,Which items would you like to know the impact of?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,37,509
cloud,NWWAC,Which items would you like to know the impact of?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,38,510
cloud,NWWAC,Which items would you like to know the impact of?,d5d241bc55ea2dc00f95039ec1514915976c1abc,Baltic_Sea/Mediterranean/North_Sea/Western_waters,NGO,Man,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,39,511
cloud,NWWAC,Which ecological items would you like advice on?,e2c26f02983f50e8cba73289f6cf35a3ff359392,Western_waters,Other,Woman,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,40,512
cloud,NWWAC,Which items would you like to know the impact of?,87ee616ce83533e32d0c17919c437d3690a88297,Western_waters,NGO,Man,real climat changes,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,41,513
cloud,NWWAC,Which items would you like to know the impact of?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Climate change ,climate change ,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,42,514
cloud,SWWAC,Which items would you like to know the impact of?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,climate change ,climate change ,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,43,515
cloud,SWWAC,Which items would you like to know the impact of?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,climate change ,climate change ,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,44,516
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Climate change factors coupling with biodiversity ,climate change,climate,driver,biodiversity,ecological,0,0,0,1,1,2,,,climate,0,45,517
individual,NWWAC,NA,user001,North_Sea/Western_waters,Industry,Man,"Migration of fish species in North Sea and Western Waters in terms of climate change (e.g. sole, cod and squid)",climate change,climate,driver,species distribution,ecological,0,0,0,1,1,2,,,climate,0,46,787
individual,NWWAC,NA,user002,Western_waters,Industry,Man,climat,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,47,810
individual,NWWAC,NA,user003,Western_waters,Industry,Woman,changement climatique: origines anthropiques,climate change,climate,driver,"species distribution, ecosystem impacts, age distribution of fish stocks, commercial species",ecological,0,0,0,1,1,2,,,climate,1,48,836
individual,NWWAC,NA,user004,Western_waters,Scientist,Man,"global warming, climate and fisheries interactions",climate,climate,driver,fishing,ecological,0,0,0,1,1,2,,,climate,0,49,863
individual,NWWAC,NA,user004,Western_waters,Scientist,Man,climate: operational impact (storms),storms,climate,driver,NA,ecological,0,1,1,0,1,3,,,climate,0,50,868
individual,SWWAC,NA,user006,Western_waters,NGO,Woman,interaccciones entre especies y factores abióticos y climáticos (modelización),climate,climate,driver,encourage fishing that benefits society the most: fair and sustainable,ecological,0,0,0,1,1,2,,,climate,0,51,913
individual,SWWAC,NA,user006,Western_waters,NGO,Woman,modelos que integren medidas de gestión bajo diferentes escenarios climáticos,climate change,climate,driver,encourage fishing that benefits society the most: fair and sustainable,ecological,0,0,0,1,1,2,,,climate,0,52,918
individual,SWWAC,NA,user008,Western_waters,Policy maker,Woman,PIC: climate,climate,climate,driver,"economics, plankton, sharks, rays, hake, seabream, flatfish, anglerfish, seabirds, marine mammals",ecological,0,0,0,1,1,2,,,climate,0,53,959
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate change effects,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,54,988
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate change effects,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,55,989
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate change effects,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,56,990
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate change effects,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,57,991
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate change effects,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,58,992
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate impact,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,59,1029
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,climate impact,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,60,1030
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,61,1159
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,62,1160
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,63,1161
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,64,1162
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,65,1163
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,66,1164
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,climate change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,67,1165
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Climate,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,68,1178
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Climate,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,69,1179
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Climate,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,70,1180
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Climate,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,71,1181
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Climate on fiushing,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,72,1246
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Climats change,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,73,1266
individual,kickoff,NA,user_dia001,Western_waters,Scientist,NA,warming temperature on growth,climate,climate,driver,growth,ecological,0,1,0,1,1,3,,,climate,0,74,1279
individual,kickoff,NA,user_dia001,Western_waters,Scientist,NA,impact ON and FROM climate,climate,climate,driver,fisheries,ecological,0,1,0,1,1,3,,,climate,0,75,1286
individual,kickoff,NA,user_dia003,Western_waters,Scientist,NA,how will climate change affect the functionning and structuration of ecosystem,climate,climate,driver,ecosystem structure and function,ecological,0,0,0,1,1,2,,,climate,0,76,1305
individual,kickoff,NA,user_dia003,Western_waters,Scientist,NA,PIC: climate,climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,77,1311
individual,kickoff,NA,user_dia004,North_Sea/Western_waters,Scientist,NA,"impacts of forcing (climate, fishing, OWFs) + PIC: climate",climate,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,78,1326
individual,kickoff,NA,user_dia007,Western_waters,Scientist,NA,PIC: climate,climate,climate,driver,demersal fish,ecological,0,1,0,1,1,3,,,climate,0,79,1366
individual,kickoff,NA,user_dia008,Western_waters,Scientist,NA,PIC: climate + climate as an additional stressor,climate,climate,driver,ecosystem status,ecological,0,1,0,1,1,3,,,climate,0,80,1373
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,climate change projections,climate change,climate,driver,NA,ecological,0,1,0,1,1,3,,,climate,0,81,1438
